,state,regional_division,population,article_title,revision_id,article_quality
193,Alabama,East South Central,5074296,"Hanceville, Alabama",1169612470,C
194,Alabama,East South Central,5074296,"Harpersville, Alabama",1177953234,C
195,Alabama,East South Central,5074296,"Hartford, Alabama",1165749307,C
196,Alabama,East South Central,5074296,"Hartselle, Alabama",1165749341,C
197,Alabama,East South Central,5074296,"Hayden, Alabama",1166180747,C
198,Alabama,East South Central,5074296,"Hayneville, Alabama",1166180764,C
199,Alabama,East South Central,5074296,"Headland, Alabama",1168369252,C
200,Alabama,East South Central,5074296,"Heath, Alabama",1166180800,Start
201,Alabama,East South Central,5074296,"Heflin, Alabama",1176321971,C
202,Alabama,East South Central,5074296,"Helena, Alabama",1177702091,C
203,Alabama,East South Central,5074296,"Henagar, Alabama",1165749718,C
204,Alabama,East South Central,5074296,"Highland Lake, Alabama",1166180993,Start
205,Alabama,East South Central,5074296,"Hillsboro, Alabama",1166181055,C
206,Alabama,East South Central,5074296,"Hobson City, Alabama",1166181157,C
207,Alabama,East South Central,5074296,"Hodges, Alabama",1166181162,C
208,Alabama,East South Central,5074296,"Hokes Bluff, Alabama",1165750177,C
209,Alabama,East South Central,5074296,"Holly Pond, Alabama",1166181271,C
210,Alabama,East South Central,5074296,"Hollywood, Alabama",1166181286,C
211,Alabama,East South Central,5074296,"Homewood, Alabama",1177622299,GA
212,Alabama,East South Central,5074296,"Hoover, Alabama",1177622412,C
213,Alabama,East South Central,5074296,"Horn Hill, Alabama",1166181398,Start
214,Alabama,East South Central,5074296,"Hueytown, Alabama",1177622536,C
215,Alabama,East South Central,5074296,"Huntsville, Alabama",1179363035,FA
216,Alabama,East South Central,5074296,"Hurtsboro, Alabama",1096814754,C
217,Alabama,East South Central,5074296,"Hytop, Alabama",1166181602,Start
218,Alabama,East South Central,5074296,"Ider, Alabama",1166181612,C
219,Alabama,East South Central,5074296,"Indian Springs Village, Alabama",1166181665,C
220,Alabama,East South Central,5074296,"Irondale, Alabama",1169440818,C
221,Alabama,East South Central,5074296,"Jackson, Alabama",1165750992,C
222,Alabama,East South Central,5074296,"Jackson's Gap, Alabama",1166181798,Start
223,Alabama,East South Central,5074296,"Jacksonville, Alabama",1175988040,C
224,Alabama,East South Central,5074296,"Jasper, Alabama",1174380579,C
225,Alabama,East South Central,5074296,"Jemison, Alabama",1165751151,C
226,Alabama,East South Central,5074296,"Kansas, Alabama",1166182143,Start
227,Alabama,East South Central,5074296,"Kellyton, Alabama",1166182186,Stub
228,Alabama,East South Central,5074296,"Kennedy, Alabama",1166182247,Start
229,Alabama,East South Central,5074296,"Killen, Alabama",1166182386,C
230,Alabama,East South Central,5074296,"Kimberly, Alabama",1177622633,C
231,Alabama,East South Central,5074296,"Kinsey, Alabama",1166182487,C
232,Alabama,East South Central,5074296,"Kinston, Alabama",1166182489,C
233,Alabama,East South Central,5074296,"LaFayette, Alabama",1165752571,C
234,Alabama,East South Central,5074296,"Lake View, Alabama",1170831381,C
235,Alabama,East South Central,5074296,"Lakeview, Alabama",1166205391,Start
236,Alabama,East South Central,5074296,"Lanett, Alabama",1165889187,C
237,Alabama,East South Central,5074296,"Langston, Alabama",1171521067,C
238,Alabama,East South Central,5074296,"Leeds, Alabama",1179531175,C
239,Alabama,East South Central,5074296,"Leesburg, Alabama",1166205728,C
240,Alabama,East South Central,5074296,"Leighton, Alabama",1148926606,C
241,Alabama,East South Central,5074296,"Lester, Alabama",1166205815,Start
242,Alabama,East South Central,5074296,"Level Plains, Alabama",1165890044,Start
243,Alabama,East South Central,5074296,"Lexington, Alabama",1166205880,Start
244,Alabama,East South Central,5074296,"Libertyville, Alabama",1166205930,Start
245,Alabama,East South Central,5074296,"Lincoln, Alabama",1165890317,C
246,Alabama,East South Central,5074296,"Linden, Alabama",1170891816,GA
247,Alabama,East South Central,5074296,"Lineville, Alabama",1165890459,GA
248,Alabama,East South Central,5074296,"Lipscomb, Alabama",1177622747,C
249,Alabama,East South Central,5074296,"Lisman, Alabama",1166206088,C
250,Alabama,East South Central,5074296,"Littleville, Alabama",1166206172,Start
251,Alabama,East South Central,5074296,"Livingston, Alabama",1165891122,C
252,Alabama,East South Central,5074296,"Loachapoka, Alabama",1166206211,C
253,Alabama,East South Central,5074296,"Lockhart, Alabama",1166206220,C
254,Alabama,East South Central,5074296,"Locust Fork, Alabama",1173287337,C
255,Alabama,East South Central,5074296,"Louisville, Alabama",1166206343,Start
256,Alabama,East South Central,5074296,"Lowndesboro, Alabama",1166206408,C
257,Alabama,East South Central,5074296,"Loxley, Alabama",1170361974,C
258,Alabama,East South Central,5074296,"Luverne, Alabama",1173068585,C
259,Alabama,East South Central,5074296,"Lynn, Alabama",1166206561,Start
260,Alabama,East South Central,5074296,"Madison, Alabama",1177703025,C
261,Alabama,East South Central,5074296,"Madrid, Alabama",1166206649,C
262,Alabama,East South Central,5074296,"Magnolia Springs, Alabama",1166206656,GA
263,Alabama,East South Central,5074296,"Malvern, Alabama",1166206718,C
264,Alabama,East South Central,5074296,"Maplesville, Alabama",1166206829,C
265,Alabama,East South Central,5074296,"Margaret, Alabama",1165892174,C
266,Alabama,East South Central,5074296,"Marion, Alabama",1165892206,GA
267,Alabama,East South Central,5074296,"Maytown, Alabama",1166207284,Start
268,Alabama,East South Central,5074296,"McIntosh, Alabama",1176350576,C
269,Alabama,East South Central,5074296,"McKenzie, Alabama",1166207344,Start
270,Alabama,East South Central,5074296,"McMullen, Alabama",1166207363,Start
271,Alabama,East South Central,5074296,"Memphis, Alabama",1166207484,Start
272,Alabama,East South Central,5074296,"Mentone, Alabama",1166207510,GA
273,Alabama,East South Central,5074296,"Midfield, Alabama",1165893352,C
274,Alabama,East South Central,5074296,"Midland City, Alabama",1166207749,C
275,Alabama,East South Central,5074296,"Midway, Alabama",1158753496,C
276,Alabama,East South Central,5074296,"Millbrook, Alabama",1178021676,C
277,Alabama,East South Central,5074296,"Millport, Alabama",1166207935,C
278,Alabama,East South Central,5074296,"Millry, Alabama",1166207936,Start
279,Alabama,East South Central,5074296,"Mobile, Alabama",1178152366,GA
280,Alabama,East South Central,5074296,"Monroeville, Alabama",1172371452,C
281,Alabama,East South Central,5074296,"Montevallo, Alabama",1177552745,C
282,Alabama,East South Central,5074296,"Montgomery, Alabama",1174537991,GA
283,Alabama,East South Central,5074296,"Moody, Alabama",1179508395,C
284,Alabama,East South Central,5074296,"Mooresville, Alabama",1169255573,C
285,Alabama,East South Central,5074296,"Morris, Alabama",1177624137,C
286,Alabama,East South Central,5074296,"Mosses, Alabama",1175025748,C
287,Alabama,East South Central,5074296,"Moulton, Alabama",1165894467,C
288,Alabama,East South Central,5074296,"Moundville, Alabama",1166208667,C
289,Alabama,East South Central,5074296,"Mount Vernon, Alabama",1166208775,GA
290,Alabama,East South Central,5074296,"Mountain Brook, Alabama",1172621297,C
291,Alabama,East South Central,5074296,"Mulga, Alabama",1157496931,Start
292,Alabama,East South Central,5074296,"Munford, Alabama",1178871326,C
293,Alabama,East South Central,5074296,"Muscle Shoals, Alabama",1178909921,C
294,Alabama,East South Central,5074296,"Myrtlewood, Alabama",1166208882,GA
295,Alabama,East South Central,5074296,"Napier Field, Alabama",1166208894,Start
296,Alabama,East South Central,5074296,"Natural Bridge, Alabama",1166208941,C
297,Alabama,East South Central,5074296,"Nauvoo, Alabama",1096820857,C
298,Alabama,East South Central,5074296,"Nectar, Alabama",1166208963,Start
299,Alabama,East South Central,5074296,"Needham, Alabama",1166208968,Start
300,Alabama,East South Central,5074296,"New Brockton, Alabama",1166209021,C
301,Alabama,East South Central,5074296,"New Hope, Alabama",1179883996,C
302,Alabama,East South Central,5074296,"New Site, Alabama",1166209336,Start
303,Alabama,East South Central,5074296,"Newbern, Alabama",1176337691,GA
304,Alabama,East South Central,5074296,"Newton, Alabama",1166209571,C
305,Alabama,East South Central,5074296,"Newville, Alabama",1177928995,C
306,Alabama,East South Central,5074296,"North Courtland, Alabama",1166209704,Start
307,Alabama,East South Central,5074296,"North Johns, Alabama",1166209738,Start
308,Alabama,East South Central,5074296,"Northport, Alabama",1167817987,C
309,Alabama,East South Central,5074296,"Notasulga, Alabama",1175854552,C
310,Alabama,East South Central,5074296,"Oak Grove, Alabama",1124809704,C
311,Alabama,East South Central,5074296,"Oak Hill, Alabama",1166209958,C
312,Alabama,East South Central,5074296,"Oakman, Alabama",1174954255,Start
313,Alabama,East South Central,5074296,"Odenville, Alabama",1166210198,C
314,Alabama,East South Central,5074296,"Ohatchee, Alabama",1166210252,C
315,Alabama,East South Central,5074296,"Oneonta, Alabama",1166092446,C
316,Alabama,East South Central,5074296,"Onycha, Alabama",1166210466,Start
317,Alabama,East South Central,5074296,"Opelika, Alabama",1165896665,C
318,Alabama,East South Central,5074296,"Opp, Alabama",1165896683,C
319,Alabama,East South Central,5074296,"Orange Beach, Alabama",1179725369,C
320,Alabama,East South Central,5074296,"Orrville, Alabama",1175606582,C
321,Alabama,East South Central,5074296,"Owens Cross Roads, Alabama",1172849762,C
322,Alabama,East South Central,5074296,"Oxford, Alabama",1165896955,C
323,Alabama,East South Central,5074296,"Ozark, Alabama",1175658038,C
324,Alabama,East South Central,5074296,"Paint Rock, Alabama",1166210847,C
325,Alabama,East South Central,5074296,"Parrish, Alabama",1166210982,C
326,Alabama,East South Central,5074296,"Pelham, Alabama",1174024956,C
327,Alabama,East South Central,5074296,"Pell City, Alabama",1171029165,C
328,Alabama,East South Central,5074296,"Pennington, Alabama",1135170013,C
329,Alabama,East South Central,5074296,"Perdido Beach, Alabama",1166211174,Start
330,Alabama,East South Central,5074296,"Petrey, Alabama",1096817791,C
331,Alabama,East South Central,5074296,"Phenix City, Alabama",1160284984,C
332,Alabama,East South Central,5074296,"Phil Campbell, Alabama",1176609767,C
333,Alabama,East South Central,5074296,"Pickensville, Alabama",1166211277,C
334,Alabama,East South Central,5074296,"Piedmont, Alabama",1174026676,C
335,Alabama,East South Central,5074296,"Pike Road, Alabama",1170574167,C
336,Alabama,East South Central,5074296,"Pinckard, Alabama",1166211323,Start
337,Alabama,East South Central,5074296,"Pine Apple, Alabama",1166211355,C
338,Alabama,East South Central,5074296,"Pine Hill, Alabama",1166211367,Start
339,Alabama,East South Central,5074296,"Pine Ridge, Alabama",1166211388,Start
340,Alabama,East South Central,5074296,"Pinson, Alabama",1178582292,C
341,Alabama,East South Central,5074296,"Pisgah, Alabama",1166211442,C
342,Alabama,East South Central,5074296,"Pleasant Grove, Alabama",1177636010,C
343,Alabama,East South Central,5074296,"Pleasant Groves, Alabama",1166229073,Start
344,Alabama,East South Central,5074296,"Pollard, Alabama",1166229176,Start
345,Alabama,East South Central,5074296,"Powell, Alabama",1166229333,C
346,Alabama,East South Central,5074296,"Prattville, Alabama",1167939343,C
347,Alabama,East South Central,5074296,"Priceville, Alabama",1166229409,C
348,Alabama,East South Central,5074296,"Prichard, Alabama",1176865405,C
349,Alabama,East South Central,5074296,"Providence, Alabama",1166229472,Start
350,Alabama,East South Central,5074296,"Ragland, Alabama",1166229540,C
351,Alabama,East South Central,5074296,"Rainbow City, Alabama",1158827266,GA
352,Alabama,East South Central,5074296,"Rainsville, Alabama",1171084402,C
353,Alabama,East South Central,5074296,"Ranburne, Alabama",1166229569,C
354,Alabama,East South Central,5074296,"Red Bay, Alabama",1169333757,C
355,Alabama,East South Central,5074296,"Red Level, Alabama",1166229671,C
356,Alabama,East South Central,5074296,"Reece City, Alabama",1166229699,Start
357,Alabama,East South Central,5074296,"Reform, Alabama",1165899409,C
358,Alabama,East South Central,5074296,"Rehobeth, Alabama",1172196089,C
359,Alabama,East South Central,5074296,"Repton, Alabama",1166229759,Start
360,Alabama,East South Central,5074296,"Ridgeville, Alabama",1166229906,Start
361,Alabama,East South Central,5074296,"River Falls, Alabama",1166230019,C
362,Alabama,East South Central,5074296,"Riverside, Alabama",1166230024,C
363,Alabama,East South Central,5074296,"Riverview, Alabama",1166230040,Start
364,Alabama,East South Central,5074296,"Roanoke, Alabama",1165899878,C
365,Alabama,East South Central,5074296,"Robertsdale, Alabama",1166314424,C
366,Alabama,East South Central,5074296,"Rockford, Alabama",1169199856,GA
367,Alabama,East South Central,5074296,"Rogersville, Alabama",1166230187,C
368,Alabama,East South Central,5074296,"Rosa, Alabama",1166230264,Start
369,Alabama,East South Central,5074296,"Russellville, Alabama",1165900503,GA
370,Alabama,East South Central,5074296,"Rutledge, Alabama",1166230534,Start
371,Alabama,East South Central,5074296,"St. Florian, Alabama",1166330128,C
372,Alabama,East South Central,5074296,"Samson, Alabama",1165900688,C
373,Alabama,East South Central,5074296,"Sand Rock, Alabama",1166230657,C
374,Alabama,East South Central,5074296,"Sanford, Alabama",1166230687,Start
375,Alabama,East South Central,5074296,"Saraland, Alabama",1176013392,GA
376,Alabama,East South Central,5074296,"Sardis City, Alabama",1166230721,C
377,Alabama,East South Central,5074296,"Satsuma, Alabama",1165900914,C
378,Alabama,East South Central,5074296,"Scottsboro, Alabama",1174635424,C
379,Alabama,East South Central,5074296,"Section, Alabama",1166230919,C
380,Alabama,East South Central,5074296,"Selma, Alabama",1143473983,C
381,Alabama,East South Central,5074296,"Sheffield, Alabama",1178910007,C
382,Alabama,East South Central,5074296,"Shiloh, DeKalb County, Alabama",1166231236,C
383,Alabama,East South Central,5074296,"Shorter, Alabama",1167174337,C
384,Alabama,East South Central,5074296,"Silas, Alabama",1166231326,C
385,Alabama,East South Central,5074296,"Silverhill, Alabama",1178521390,C
386,Alabama,East South Central,5074296,"Sipsey, Alabama",1166231394,Start
387,Alabama,East South Central,5074296,"Skyline, Alabama",1166231421,C
388,Alabama,East South Central,5074296,"Slocomb, Alabama",1165901938,Start
389,Alabama,East South Central,5074296,"Smiths Station, Alabama",1165901985,C
390,Alabama,East South Central,5074296,"Snead, Alabama",1166231481,Start
391,Alabama,East South Central,5074296,"Somerville, Alabama",1166231524,C
392,Alabama,East South Central,5074296,"South Vinemont, Alabama",1166329815,Start
393,Alabama,East South Central,5074296,"Southside, Alabama",1165902345,C
394,Alabama,East South Central,5074296,"Spanish Fort, Alabama",1178909983,C
395,Alabama,East South Central,5074296,"Springville, Alabama",1165902747,C
396,Alabama,East South Central,5074296,"Steele, Alabama",1166330411,C
397,Alabama,East South Central,5074296,"Stevenson, Alabama",1165903151,C
398,Alabama,East South Central,5074296,"Sulligent, Alabama",1165903367,C
